,Title,Publication type,Link to publication,Abstract,Zotero link,Date published,FirstName2,Publisher,Journal,Date added,Col key
90,Napoleon's use of intelligence: The Jena campaign of 1805,Journal article,https://doi.org/10.1080/02684528808431958,,https://www.zotero.org/groups/intelligence_bibliography/items/WKAP687V,1988-07-01,Jay Luvaas,,Intelligence and National Security,2024-01-26T21:18:04Z,"['8XA7D88D', 'AZ3BZ9BR']"
91,Leaders and intelligence,Journal article,https://doi.org/10.1080/02684528808431957,,https://www.zotero.org/groups/intelligence_bibliography/items/3SAQSFIC,1988-07-01,Michael I. Handel,,Intelligence and National Security,2024-01-26T21:17:44Z,['B4CCZ7Y8']
92,‘Uncle Max’ and his Thrillers,Journal article,https://doi.org/10.1080/02684528808431947,,https://www.zotero.org/groups/intelligence_bibliography/items/GDTL3YUI,1988-04-01,Eric Homberger,,Intelligence and National Security,2024-01-26T21:17:15Z,['9YH9YSYQ']
93,The unknown war: Security in Italy 1943–45,Journal article,https://doi.org/10.1080/02684528808431946,,https://www.zotero.org/groups/intelligence_bibliography/items/5EPPD9TS,1988-04-01,H.O. Dovey,,Intelligence and National Security,2024-01-26T21:16:31Z,['SCCGXHMZ']
94,Bletchley park and Berkeley street,Journal article,https://doi.org/10.1080/02684528808431945,,https://www.zotero.org/groups/intelligence_bibliography/items/JW78W7LP,1988-04-01,P. William Filby,,Intelligence and National Security,2024-01-26T21:15:33Z,"['T92JK7A5', 'SCCGXHMZ']"
95,"The ‘Vienna alternative’, 1944: Reality or illusion?",Journal article,https://doi.org/10.1080/02684528808431944,,https://www.zotero.org/groups/intelligence_bibliography/items/IMWG2Q3H,1988-04-01,Ralph Bennett,,Intelligence and National Security,2024-01-26T21:15:16Z,['SCCGXHMZ']
96,The Soviets and Ultra: A comment on jukes’ hypothesis,Journal article,https://doi.org/10.1080/02684528808431943,,https://www.zotero.org/groups/intelligence_bibliography/items/VP2F9P2K,1988-04-01,P.S. Milner‐Barry,,Intelligence and National Security,2024-01-26T21:14:34Z,"['T92JK7A5', 'SCCGXHMZ', 'AZ3BZ9BR']"
97,The Soviets and Ultra,Journal article,https://doi.org/10.1080/02684528808431942,,https://www.zotero.org/groups/intelligence_bibliography/items/X3XRVRJM,1988-04-01,Geoff Jukes,,Intelligence and National Security,2024-01-26T21:13:32Z,"['T92JK7A5', 'SCCGXHMZ', 'AZ3BZ9BR']"
98,Ultra and the American war against Japan: A note on sources,Journal article,https://doi.org/10.1080/02684528808431936,,https://www.zotero.org/groups/intelligence_bibliography/items/HPACJXJ8,1988-01-01,Edward J. Drea,,Intelligence and National Security,2024-01-26T21:12:35Z,"['T92JK7A5', 'SCCGXHMZ', 'KGU8VLSW']"
99,Remarks on ‘a German perspective on Allied deception operations’,Journal article,https://doi.org/10.1080/02684528808431935,,https://www.zotero.org/groups/intelligence_bibliography/items/8622KR5M,1988-01-01,David Hunt,,Intelligence and National Security,2024-01-26T21:11:59Z,"['RHJFPRAI', 'SCCGXHMZ']"
100,Naval Enigma: The breaking of Heimisch and Triton,Journal article,https://doi.org/10.1080/02684528808431933,,https://www.zotero.org/groups/intelligence_bibliography/items/TFASNEVM,1988-01-01,Ralph Erskine,,Intelligence and National Security,2024-01-26T21:10:19Z,"['T92JK7A5', 'SCCGXHMZ']"
101,How we failed to buy the Italian Navy,Journal article,https://doi.org/10.1080/02684528808431932,,https://www.zotero.org/groups/intelligence_bibliography/items/5T9JBC6K,1988-01-01,Peter Tennant,,Intelligence and National Security,2024-01-26T21:09:48Z,['SCCGXHMZ']
102,"British fascism and state Surveillance, 1934–45",Journal article,https://doi.org/10.1080/02684528808431930,,https://www.zotero.org/groups/intelligence_bibliography/items/SFW5V75R,1988-01-01,Richard C. Thurlow,,Intelligence and National Security,2024-01-26T21:05:32Z,"['MP7FJ9UA', 'SCCGXHMZ']"
103,"The Surveillance of Indian revolutionaries in Great Britain and on the Continent, 1905–14",Journal article,https://doi.org/10.1080/02684528808431929,,https://www.zotero.org/groups/intelligence_bibliography/items/PKAFV73Q,1988-01-01,Richard Popplewell,,Intelligence and National Security,2024-01-26T21:04:03Z,['9DTPTK46']
104,"Imperial rivalry: British and American intelligence in Asia, 1942–46",Journal article,https://doi.org/10.1080/02684528808431928,,https://www.zotero.org/groups/intelligence_bibliography/items/ICATWLZQ,1988-01-01,Richard Aldrich,,Intelligence and National Security,2024-01-26T21:03:00Z,['SCCGXHMZ']
105,Mata Hari,Journal article,https://doi.org/10.1080/02684528708431923,"Russell Warren Howe, Mata Hari — The True Story (New York; Dodd Mead, 1986).",https://www.zotero.org/groups/intelligence_bibliography/items/5G9FFPVW,1987-10-01,Sam Waagenaar,,Intelligence and National Security,2024-01-26T21:02:23Z,['BNPYHVD4']
106,Intelligence requirements for the 1980s,Journal article,https://doi.org/10.1080/02684528708431921,"Roy Godson (ed.), Intelligence Requirements for the 1980's (series title), Volumes 1–5 published by the National Strategy Information Center but distributed by Transaction Books, New Brunswick. Volumes 6 and 7 published by Lexington Books, Lexington MA.). Volume One: Elements of Intelligence, 1979. Pp. 124; \4.99; substantially revised and with a new essay, 1983. Pp.148; \6.00. Volume Two: Analysis and Estimates, 1980. Pp.223; \7.50. Volume Three: Counter‐intelligence, 1980. Pp.339; \7.95. Volume Four: Covert Action, 1981. Pp.243; \7.50. Volume Five: Clandestine Collection, 1982. Pp.231; \8.50. Volume Six: Domestic Intelligence, 1986. Pp.290; \14.95 (hardback); \10.95. (paperback) Volume Seven: Intelligence and Policy, 1986. Pp.192; \14.95 (hardback); \11.95 (paperback).",https://www.zotero.org/groups/intelligence_bibliography/items/7DE43EUK,1987-10-01,K.G. Robertson,,Intelligence and National Security,2024-01-26T21:02:05Z,['CZT6L9T7']
107,Breaking Japanese codes,Journal article,https://doi.org/10.1080/02684528708431919,,https://www.zotero.org/groups/intelligence_bibliography/items/K2LM37I6,1987-10-01,Alan Stripp,,Intelligence and National Security,2024-01-26T21:01:25Z,"['T92JK7A5', 'SCCGXHMZ']"
108,"Diplomacy, scandal and military intelligence: The craufurd‐stuart affair and Anglo‐American relations 1918–20",Journal article,https://doi.org/10.1080/02684528708431918,,https://www.zotero.org/groups/intelligence_bibliography/items/B7LF3LYX,1987-10-01,George Egerton,,Intelligence and National Security,2024-01-26T21:00:43Z,['MP7FJ9UA']
109,The use and abuse of fear: France and the air menace in the 1930s,Journal article,https://doi.org/10.1080/02684528708431917,,https://www.zotero.org/groups/intelligence_bibliography/items/5QDXWYNY,1987-10-01,Robert J. Young,,Intelligence and National Security,2024-01-26T21:00:08Z,['MP7FJ9UA']
110,British intelligence and small wars in the 1930s,Journal article,https://doi.org/10.1080/02684528708431916,,https://www.zotero.org/groups/intelligence_bibliography/items/8UPCHRYS,1987-10-01,Wesley K. Wark,,Intelligence and National Security,2024-01-26T20:59:48Z,['MP7FJ9UA']
111,The politics of intelligence,Journal article,https://doi.org/10.1080/02684528708431914,,https://www.zotero.org/groups/intelligence_bibliography/items/YUF78237,1987-10-01,Michael Handel,,Intelligence and National Security,2024-01-26T20:59:16Z,['B4CCZ7Y8']
112,The intelligence producer - policy consumer linkage: A theoretical approach,Journal article,http://www.tandfonline.com/doi/abs/10.1080/02684528608431850,,https://www.zotero.org/groups/intelligence_bibliography/items/9WL2UBBW,1986,Arthur S. Hulnick,,Intelligence and National Security,2020-07-17T20:21:52Z,"['HCN8YFI8', 'B4CCZ7Y8']"
113,The success of operation fortitude: Hesketh's history of strategic deception,Journal article,https://doi.org/10.1080/02684528708431910,,https://www.zotero.org/groups/intelligence_bibliography/items/TRX3EEEP,1987-07-01,T.L. Cubbage,,Intelligence and National Security,2024-01-26T20:57:56Z,"['RHJFPRAI', 'SCCGXHMZ']"
114,A German perspective on allied deception operations in the Second World War,Journal article,https://doi.org/10.1080/02684528708431909,,https://www.zotero.org/groups/intelligence_bibliography/items/WW48G7UQ,1987-07-01,Klaus‐Jürgen Müller,,Intelligence and National Security,2024-01-26T20:57:22Z,"['RHJFPRAI', 'SCCGXHMZ']"
115,American strategic deception in the Pacific: 1942–44,Journal article,https://doi.org/10.1080/02684528708431908,,https://www.zotero.org/groups/intelligence_bibliography/items/9SEUL9DP,1987-07-01,Katherine L. Herbig,,Intelligence and National Security,2024-01-26T20:56:35Z,"['RHJFPRAI', 'SCCGXHMZ']"
116,The Red mask: The nature and legacy of Soviet military deception in the Second World War,Journal article,https://doi.org/10.1080/02684528708431907,,https://www.zotero.org/groups/intelligence_bibliography/items/XC5CBIYD,1987-07-01,David M. Glantz,,Intelligence and National Security,2024-01-26T20:55:06Z,"['RHJFPRAI', 'SCCGXHMZ', 'AZ3BZ9BR']"
117,The German misapprehensions regarding overlord: Understanding failure in the estimative process,Journal article,https://doi.org/10.1080/02684528708431906,,https://www.zotero.org/groups/intelligence_bibliography/items/9S6YAYK6,1987-07-01,T.L. Cubbage II,,Intelligence and National Security,2024-01-26T20:54:26Z,"['D7XFV7JL', 'SCCGXHMZ', 'AZ3BZ9BR']"
118,Operation Starkey 1943: ‘A piece of harmless playacting'?,Journal article,https://doi.org/10.1080/02684528708431905,,https://www.zotero.org/groups/intelligence_bibliography/items/9DI8TE29,1987-07-01,John P. Campbell,,Intelligence and National Security,2024-01-26T20:54:03Z,['SCCGXHMZ']
119,Introduction: Strategic and operational deception in historical perspective,Journal article,https://doi.org/10.1080/02684528708431904,,https://www.zotero.org/groups/intelligence_bibliography/items/DW9JMQIK,1987-07-01,Michael I. Handel,,Intelligence and National Security,2024-01-26T20:53:45Z,['RHJFPRAI']
120,The intelligence library: Quantity vs. quality,Journal article,https://doi.org/10.1080/02684528708431900,,https://www.zotero.org/groups/intelligence_bibliography/items/6PIQ6968,1987-04-01,Mark M. Lowenthal,,Intelligence and National Security,2024-01-26T20:53:17Z,['H28QZ8XV']
121,Swedish intelligence in the Second World War,Journal article,https://doi.org/10.1080/02684528708431898,"Wilhelm M. Carlgren, Svensk Underrättelseijänst 1939I45 (Liber Allmänna Förlaget: The Swedish Defence Department 1985).",https://www.zotero.org/groups/intelligence_bibliography/items/XVEZWD3T,1987-04-01,Peter Tennant,,Intelligence and National Security,2024-01-26T20:52:55Z,"['SCCGXHMZ', 'AZ3BZ9BR']"
122,The KGB,Journal article,https://doi.org/10.1080/02684528708431897,"John Barron, KGB Today: The Hidden Hand (London: Hodder & Stoughton, 1984). Pp.491; £9.95. Leo Heaps, Thirty Years With The KGB: The Double Life Of Hugh Hambleton (London: Methuen, 1984). Pp.vii + 158; £7.95. Richard H. Shultz and Roy Godson, Dezinformatsia: Active Measures In Soviet Strategy (McLean, Virginia: Pergamon‐Brassey's International Defense Publishers, 1985). Pp.x + 211; £8.60. Anatoliy Golitsyn, New Lies For Old: The Communist Strategy Of Deception And Disinformation (London: Bodley Head, 1984). Pp.xviii + 412; £12.50. Jay Tuck, High‐Tech Espionage: How The KGB Smuggles NATO's Strategic Secrets To Moscow (London: Sidgwick & Jackson, 1986), Pp.vii + 211; £10.95. Frantisek August and David Rees, Red Star Over Prague (London: Sherwood Press, 1984). Pp.176; £7.50.",https://www.zotero.org/groups/intelligence_bibliography/items/42HZF738,1987-04-01,Marko Milivojević,,Intelligence and National Security,2024-01-26T20:52:28Z,['AZ3BZ9BR']
123,"U‐boats, homing signals and HFDF",Journal article,https://doi.org/10.1080/02684528708431894,,https://www.zotero.org/groups/intelligence_bibliography/items/9QSK3ZUY,1987-04-01,Ralph Erskine,,Intelligence and National Security,2024-01-26T20:51:32Z,['SCCGXHMZ']
124,The compromise of US navy cryptanalysis after the battle of midway,Journal article,https://doi.org/10.1080/02684528708431893,,https://www.zotero.org/groups/intelligence_bibliography/items/ME9IHVIE,1987-04-01,B. Nelson Macpherson,,Intelligence and National Security,2024-01-26T20:11:47Z,"['T92JK7A5', 'SCCGXHMZ']"
125,Significance of magic and the Japanese ambassador to Berlin: (II) the crucial months after Pearl Harbor,Journal article,https://doi.org/10.1080/02684528708431892,,https://www.zotero.org/groups/intelligence_bibliography/items/82BLJ25D,1987-04-01,Carl Boyd,,Intelligence and National Security,2024-01-26T20:11:07Z,"['T92JK7A5', 'CZT6L9T7']"
126,The documentary spoor of Burgess and Maclean,Journal article,https://doi.org/10.1080/02684528708431891,,https://www.zotero.org/groups/intelligence_bibliography/items/G645P3KZ,1987-04-01,"Peter Hennessy, Kathleen Townsend",,Intelligence and National Security,2024-01-26T20:10:52Z,['CZT6L9T7']
127,"Some of ultra's poor relations in Algeria, Tunisia, Sicily and Italy",Journal article,https://doi.org/10.1080/02684528708431890,,https://www.zotero.org/groups/intelligence_bibliography/items/JY6G65VV,1987-04-01,Noel Currer‐Briggs,,Intelligence and National Security,2024-01-26T20:10:26Z,"['T92JK7A5', 'SCCGXHMZ']"
128,British espionage and Prussian politics in the age of napoleon∗,Journal article,https://doi.org/10.1080/02684528708431888,,https://www.zotero.org/groups/intelligence_bibliography/items/JXWHG5GU,1987-04-01,Otto W. Johnston,,Intelligence and National Security,2024-01-26T20:08:20Z,['8XA7D88D']
129,French spies and counter‐spies,Journal article,https://doi.org/10.1080/02684528708431883,"Paul Paillole, Notre espion chez Hitler (Paris: Robert Laffont, 1985). Pp. 287 Ff.85. Jean Rochet, Cinq arts à la tete de la DST, 1967–1972. La mission impossible (Paris: Plon, 1985). Pp. 340. Ff.80.",https://www.zotero.org/groups/intelligence_bibliography/items/49VCMXW4,1987-01-01,Douglas Porch,,Intelligence and National Security,2024-01-26T20:07:18Z,['AZ3BZ9BR']
130,Uses and abuses of intelligence,Journal article,https://doi.org/10.1080/02684528708431882,,https://www.zotero.org/groups/intelligence_bibliography/items/TXEDUXZM,1987-01-01,M.R.D. Foot,,Intelligence and National Security,2024-01-26T20:06:20Z,['MP7FJ9UA']
131,Significance of MAGIC and the Japanese ambassador to Berlin: (I) the formative months before Pearl Harbor,Journal article,https://doi.org/10.1080/02684528708431880,,https://www.zotero.org/groups/intelligence_bibliography/items/A9AXT62L,1987-01-01,Carl Boyd,,Intelligence and National Security,2024-01-26T20:04:26Z,"['T92JK7A5', 'SCCGXHMZ']"
132,Intelligence and counter‐insurgency operations: Some reflections on the British experience,Journal article,https://doi.org/10.1080/02684528708431879,,https://www.zotero.org/groups/intelligence_bibliography/items/CHSK8PLL,1987-01-01,Keith Jeffery,,Intelligence and National Security,2024-01-26T20:04:07Z,['TLFN4NAL']
133,The government code and Cypher school: A memorandum by lord Curzon,Journal article,https://doi.org/10.1080/02684528608431869,,https://www.zotero.org/groups/intelligence_bibliography/items/F7YU24XA,1986-09-01,Keith Jeffery,,Intelligence and National Security,2024-01-26T20:02:44Z,"['T92JK7A5', 'CK5MNYPQ', 'MP7FJ9UA']"
134,"Admiral godfrey's mission to America, June/July 1941",Journal article,https://doi.org/10.1080/02684528608431867,,https://www.zotero.org/groups/intelligence_bibliography/items/B6YXVGTA,1986-09-01,Bradley F. Smith,,Intelligence and National Security,2024-01-26T20:02:05Z,['SCCGXHMZ']
135,"A note on government intelligence and surveillance during the Curragh incident, March 1914",Journal article,https://doi.org/10.1080/02684528608431866,,https://www.zotero.org/groups/intelligence_bibliography/items/PP8YR9ZS,1986-09-01,Ian F.W. Beckett,,Intelligence and National Security,2024-01-26T20:01:52Z,['BNPYHVD4']
136,"The police, the home office and surveillance of the British Union of fascists",Journal article,https://doi.org/10.1080/02684528608431865,,https://www.zotero.org/groups/intelligence_bibliography/items/NYSRKIX5,1986-09-01,Paul Cohen,,Intelligence and National Security,2024-01-26T20:01:34Z,['MP7FJ9UA']
137,"Internal security in wartime: The rise and fall of P.M.S.2, 1915–1917",Journal article,https://doi.org/10.1080/02684528608431864,,https://www.zotero.org/groups/intelligence_bibliography/items/6WHMWYX8,1986-09-01,Nicholas Hiley,,Intelligence and National Security,2024-01-26T20:01:04Z,"['BNPYHVD4', 'RHJFPRAI']"
138,The historiography of the early special branch,Journal article,https://doi.org/10.1080/02684528608431863,,https://www.zotero.org/groups/intelligence_bibliography/items/3KHN4RAE,1986-09-01,Bernard Porter,,Intelligence and National Security,2024-01-26T20:00:44Z,['CK5MNYPQ']
139,"Beware of 'exotic beauties' spy trap, China says, as it warns against leaking state secrets",Newspaper article,https://news.sky.com/story/beware-of-exotic-beauties-spy-trap-china-says-as-it-warns-against-leaking-state-secrets-13056727,China has been warning its citizens in the country and abroad of the dangers of getting caught up in espionage activities. It has been encouraging people to join counter-espionage work that includes creating channels to report suspicious activity.,https://www.zotero.org/groups/intelligence_bibliography/items/TQJJSTCT,2024-01-26,Reemul Balla,,Sky News,2024-01-26T19:31:27Z,"['RHJFPRAI', 'WHBCJ8GW']"
